Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,multiple_deliveries,Festival,Time_taken,Travel_Distance,pickup_time,Vehicle_performance_Impact,rush_day
33,5.0,6,4,1,0,29.0,16.1,5.0,9,2
20,4.9,4,1,1,0,14.0,10.2,5.615506971582029,6,0
35,4.8,2,2,0,0,18.0,10.6,5.0,6,5
31,5.0,3,4,1,0,53.0,52.4,5.0,4,2
29,4.3,2,4,1,0,32.0,16.8,5.0,8,4
32,5.0,5,1,1,0,15.0,19.1,6.016614612409317,12,4
21,4.8,1,1,1,0,25.0,13.1,5.0,4,0
39,4.8,6,2,3,0,49.0,15.9,19.6542744005371,4,3
29,4.9,5,3,0,0,16.0,9.2,5.0,9,3
27,4.5,5,4,1,0,21.0,13.6,5.0,6,7
32,4.7,6,2,1,0,32.0,12.8,10.0,4,1
22,4.9,2,4,0,0,24.0,12.0,5.0,4,2
23,4.0,4,3,2,0,32.0,4.3,15.0,6,7
31,4.8,3,1,0,0,20.0,10.4,10.0,6,0
39,4.7,3,1,1,0,19.0,19.0,10.0,9,6
36,4.6,3,1,1,0,24.0,18.7,10.0,4,2
20,4.7,3,4,1,0,20.0,6.9,5.0,9,2
36,4.2,5,2,1,0,41.0,6.2,10.0,4,3
26,4.9,2,1,0,0,10.0,5.5,4.011076408272878,6,5
31,4.0,6,4,1,0,31.0,11.7,10.0,8,0
22,4.5,2,1,1,0,19.0,3.0,7.621045175718468,4,3
35,4.5,6,1,1,0,25.0,1.8,10.0,4,1
36,4.5,4,2,1,0,16.0,11.7,5.0,12,1
27,4.7,4,1,1,0,11.0,4.4,4.412184049100166,6,2
26,4.9,3,1,0,0,18.0,12.5,15.0,9,5
38,4.1,5,3,1,0,33.0,8.1,10.0,8,7
23,4.7,3,2,1,0,29.0,7.9,10.0,4,5
28,4.6,5,1,1,0,13.0,3.6,5.214399330754741,9,0
24,4.6,1,2,1,0,17.0,14.7,15.0,12,2
39,4.9,6,2,1,0,27.0,15.4,10.0,9,2
31,4.6,3,2,0,0,40.0,17.5,15.0,4,1
37,4.7,3,3,1,0,34.0,6.4,10.0,6,1
25,4.3,1,3,2,0,53.0,8.8,5.0,4,7
31,4.9,2,4,1,0,42.0,23.3,16.846520914746087,4,4
29,4.5,2,3,1,0,25.0,9.1,15.0,4,5
24,4.8,6,4,2,0,39.0,13.3,10.0,4,7
25,4.5,3,1,1,0,25.0,5.8,15.0,4,2
21,5.0,6,1,0,0,10.0,12.3,4.011076408272878,9,1
21,4.6,3,4,1,0,24.0,17.1,15.0,8,4
24,4.0,4,4,1,0,32.0,19.5,12.835444506473207,12,1
21,4.7,4,4,1,0,33.0,11.7,10.0,8,1
34,4.1,5,2,2,0,43.0,21.3,5.0,4,3
33,4.2,3,4,1,0,36.0,33.4,15.0,9,1
20,4.7,5,1,1,0,19.0,10.1,7.621045175718468,8,4
27,4.8,6,2,0,0,25.0,25.5,5.0,9,3
28,4.3,6,3,0,0,32.0,7.2,12.835444506473207,4,1
24,4.6,2,4,0,0,34.0,16.1,13.637659788127785,6,5
20,4.9,1,1,0,0,21.0,4.2,5.0,9,4
26,4.9,6,2,0,0,20.0,37.4,15.0,4,4
22,4.9,6,4,0,0,25.0,17.7,10.0,4,1
29,4.5,3,3,1,0,27.0,2.6,10.0,4,5
28,4.6,3,3,1,0,15.0,11.3,6.016614612409317,8,7
28,4.6,6,3,1,0,34.0,9.25,13.637659788127785,4,1
28,4.7,5,2,1,0,29.0,7.2,10.0,9,4
21,4.9,4,4,1,0,37.0,12.15,15.0,4,4
39,4.7,6,4,0,0,26.0,17.1,5.0,6,4
30,4.1,3,1,1,0,26.0,8.7,10.0,4,6
30,4.7,2,3,1,0,31.0,5.5,5.0,4,7
26,4.9,2,3,0,0,28.0,15.0,15.0,9,5
34,4.7,4,1,1,0,16.0,1.7,6.4177222532366045,6,5
38,4.1,2,1,1,0,37.0,52.4,15.0,4,6
30,3.8,5,4,0,0,36.0,30.85,15.0,12,6
28,4.9,5,3,0,0,12.0,9.3,10.0,6,2
24,4.6,1,2,0,0,15.0,8.2,6.016614612409317,12,0
36,4.7,5,2,1,0,33.0,21.6,15.0,4,5
29,4.8,4,4,1,0,22.0,9.2,8.824368098200331,4,3
36,4.6,6,1,1,0,23.0,23.6,15.0,9,0
36,4.8,2,2,1,0,37.0,15.7,15.0,6,7
20,4.8,3,1,0,0,15.0,12.3,5.0,8,5
28,4.8,1,1,1,0,13.0,13.4,10.0,4,5
29,4.6,1,3,1,0,18.0,9.0,15.0,12,3
27,4.5,4,1,1,0,17.0,3.4,5.0,6,4
32,4.4,2,4,0,0,35.0,10.5,15.0,6,6
25,4.7,2,2,1,0,38.0,16.3,5.0,6,6
24,4.7,3,1,1,0,18.0,17.3,5.0,8,4
24,4.7,4,1,0,0,19.0,11.0,5.0,4,1
31,4.7,1,1,0,0,15.0,3.2,6.016614612409317,9,6
27,4.9,6,3,0,0,23.0,2.5,5.0,12,4
20,4.9,2,1,1,0,18.0,14.2,10.0,4,4
37,4.2,3,2,1,0,45.0,25.2,15.0,4,2
27,4.5,1,4,0,0,22.0,17.7,10.0,4,7
25,4.7,1,3,0,0,10.0,12.0,5.0,6,1
32,4.8,6,1,1,0,23.0,6.6,15.0,8,3
30,4.9,1,3,1,0,25.0,7.8,10.027691020682196,4,1
37,3.7,5,4,0,0,42.0,23.8,16.846520914746087,8,4
34,4.8,1,1,1,0,18.0,6.1,5.0,8,4
23,4.6,4,4,1,0,39.0,18.4,15.0,6,4
27,4.5,2,4,0,0,26.0,8.9,5.0,8,4
24,4.6,6,4,0,0,20.0,14.3,15.0,9,6
22,4.7,1,4,0,0,17.0,21.5,5.0,6,6
28,4.8,4,2,1,0,19.0,12.0,10.0,6,1
37,4.2,4,2,1,0,42.0,17.2,16.846520914746087,8,7
33,5.0,1,2,0,0,34.0,27.5,5.0,4,1
22,4.5,3,2,1,0,23.0,19.7,10.0,8,3
20,4.7,5,4,1,0,29.0,17.5,11.632121583991346,9,4
33,3.6,5,4,1,0,41.0,50.2,15.0,9,6
20,4.5,2,2,1,0,19.0,5.8,15.0,6,4
22,4.1,2,2,1,0,35.0,24.7,5.0,6,2
21,5.0,5,3,0,0,17.0,17.2,5.0,4,3
38,4.7,4,1,1,0,30.0,30.6,15.0,6,2
35,4.0,3,4,0,0,54.0,18.25,10.0,4,1
20,4.8,4,2,1,0,15.0,5.9,6.016614612409317,9,3
39,4.7,5,4,1,0,26.0,13.1,5.0,6,0
32,4.3,6,3,1,0,43.0,8.5,5.0,4,0
27,4.9,4,1,0,0,24.0,16.2,10.0,4,2
30,4.4,3,4,1,0,33.0,6.9,10.0,9,5
30,4.6,4,1,0,0,14.0,14.75,5.615506971582029,8,3
30,4.7,1,1,1,0,26.0,22.6,10.428798661509482,8,6
30,4.7,6,3,0,0,31.0,2.1,15.0,6,2
26,4.1,4,4,1,0,33.0,6.6,10.0,8,7
35,4.9,5,1,0,0,20.0,7.6,15.0,9,4
31,4.0,5,1,1,0,33.0,2.2,13.236552147300497,4,0
31,4.4,1,1,0,0,17.0,17.2,6.818829894063892,12,1
31,4.7,1,4,0,0,22.0,21.8,5.0,8,2
33,4.7,6,2,1,0,27.0,33.7,5.0,8,3
37,5.0,5,1,0,0,26.0,5.2,5.0,12,1
37,4.8,5,1,1,0,16.0,33.9,6.4177222532366045,6,1
21,4.7,4,3,1,0,23.0,8.1,5.0,4,6
30,4.5,4,2,0,0,38.0,23.2,5.0,4,2
39,4.6,6,4,1,1,46.0,18.3,18.45095147805524,4,3
32,4.8,4,1,1,0,30.0,17.8,12.033229224818632,4,6
25,4.9,6,4,1,0,20.0,19.0,8.022152816545756,8,3
27,4.6,5,2,1,0,25.0,8.1,15.0,9,1
39,4.6,6,2,1,0,21.0,24.0,8.423260457373043,6,6
30,4.9,3,1,0,0,24.0,4.4,9.626583379854909,8,0
34,4.1,2,4,2,0,41.0,26.2,10.0,6,3
26,4.6,4,3,1,0,24.0,2.8,5.0,9,4
32,4.8,1,1,0,0,17.0,4.3,10.0,9,4
24,4.8,2,1,0,0,15.0,9.5,6.016614612409317,6,3
38,3.5,3,4,2,0,32.0,23.6,10.0,9,7
24,4.1,4,4,1,0,43.0,13.2,15.0,6,7
37,4.9,2,2,1,0,19.0,16.9,5.0,6,1
38,4.7,6,1,1,0,29.0,20.6,5.0,6,2
21,4.2,2,4,1,1,43.0,16.9,5.0,6,1
21,4.8,2,4,0,0,33.0,22.2,5.0,9,6
22,4.9,5,1,1,0,15.0,31.4,5.0,4,2
25,4.2,5,1,1,0,23.0,3.4,5.0,4,5
23,4.8,4,4,1,1,41.0,17.3,5.0,9,2
29,4.6,2,1,1,0,21.0,27.5,5.0,9,2
36,4.8,6,1,1,0,28.0,15.7,5.0,9,2
31,3.8,6,4,1,0,44.0,20.2,10.0,8,7
32,5.0,3,2,1,0,27.0,12.9,15.0,8,7
39,4.1,5,4,1,0,39.0,22.0,5.0,4,5
30,4.0,6,4,1,0,34.0,14.4,15.0,8,2
23,4.5,2,1,1,0,24.0,18.4,5.0,4,2
39,4.2,6,2,1,0,39.0,7.3,15.0,4,3
22,4.7,5,1,1,0,19.0,2.1,7.621045175718468,8,3
20,4.9,6,3,1,0,39.0,8.1,15.643197992264223,4,1
25,4.6,4,4,0,0,22.0,12.7,8.824368098200331,8,3
30,4.4,3,1,1,0,25.0,2.8,10.0,4,6
38,4.8,2,3,1,0,28.0,2.8,11.231013943164058,6,5
22,4.9,5,2,1,0,22.0,27.0,5.0,6,0
37,4.7,6,2,1,0,28.0,6.6,15.0,4,5
28,4.8,3,3,1,0,14.0,4.1,5.0,9,6
24,4.8,4,4,1,0,46.0,29.3,15.0,4,2
32,4.8,5,4,1,0,26.0,12.5,10.0,6,4
36,3.7,6,4,1,0,42.0,32.6,5.0,6,6
21,4.7,4,4,2,0,40.0,29.7,15.0,4,2
29,4.9,6,4,1,0,23.0,26.8,20.0,9,2
26,4.8,2,2,1,0,15.0,13.7,6.016614612409317,12,0
23,5.0,5,4,0,0,27.0,25.7,5.0,4,0
26,5.0,6,2,1,0,23.0,16.5,9.22547573902762,4,7
29,4.9,3,2,1,0,26.0,13.0,5.0,12,2
28,4.7,5,4,0,0,23.0,19.1,15.0,6,2
29,4.6,2,1,0,0,12.0,8.2,4.813291689927453,8,3
39,5.0,4,1,1,1,41.0,13.9,10.0,4,2
31,4.1,2,3,1,0,33.0,5.7,15.0,4,6
30,4.8,2,2,0,0,19.0,6.9,15.0,8,6
27,4.9,5,2,1,0,29.0,6.5,10.0,9,1
22,5.0,5,1,1,0,15.0,28.6,10.0,9,1
39,4.1,4,4,2,0,43.0,22.2,17.247628555573375,9,3
27,4.3,3,3,0,0,31.0,2.5,5.0,4,7
30,4.7,2,1,1,0,19.0,11.5,5.0,8,1
58,1.0,4,1,1,0,30.0,14.35,12.033229224818632,8,5
39,4.3,4,1,1,0,31.0,17.2,15.0,8,4
36,5.0,4,1,1,0,16.0,5.0,10.0,8,3
33,4.7,4,2,1,0,17.0,5.9,10.0,9,3
35,4.1,5,2,1,0,40.0,17.2,25.0,4,3
33,4.8,6,4,1,0,27.0,14.2,15.0,12,3
20,5.0,2,2,1,0,22.0,9.2,8.824368098200331,4,0
28,4.9,3,3,1,0,14.0,3.6,10.0,9,4
25,4.8,1,4,0,0,25.0,40.7,10.027691020682196,4,5
39,4.9,6,2,1,0,25.0,9.9,15.0,9,0
20,4.2,4,3,0,0,34.0,8.1,15.0,6,4
28,4.7,1,4,0,0,12.0,9.2,5.0,12,3
38,4.1,5,4,1,0,33.0,25.0,10.0,12,4
32,5.0,2,2,1,0,17.0,12.4,10.0,9,4
26,4.5,3,1,0,0,12.0,7.7,4.813291689927453,9,3
39,4.6,5,1,0,0,22.0,42.7,10.0,4,0
35,5.0,4,2,0,0,26.0,7.8,10.0,4,6
20,4.7,4,3,1,0,28.0,4.0,15.0,6,6
31,4.9,5,3,1,0,25.0,3.8,10.0,6,1
32,4.9,3,3,1,0,29.0,2.6,15.0,8,5
24,4.7,4,2,1,0,34.0,15.7,13.637659788127785,6,5
34,4.3,3,4,1,1,44.0,10.45,17.648736196400662,4,4
38,4.9,6,1,0,0,22.0,5.2,15.0,8,6
33,4.3,3,1,0,0,22.0,4.8,8.824368098200331,4,5
22,5.0,5,1,0,0,17.0,3.9,15.0,9,0
28,4.5,5,1,1,0,15.0,3.2,6.016614612409317,8,4
26,4.4,6,1,1,0,28.0,3.9,15.0,4,1
21,4.8,1,1,0,0,18.0,6.8,10.0,12,5
31,4.6,6,1,1,0,17.0,32.2,5.0,6,5
38,4.2,4,4,1,0,45.0,23.5,10.0,8,6
20,4.8,3,2,1,0,30.0,26.6,5.0,4,1
35,4.9,1,1,1,0,19.0,3.6,10.0,6,2
31,4.6,2,1,0,0,27.0,21.0,10.0,9,5
29,4.5,2,4,1,0,23.0,10.7,15.0,6,6
20,4.6,4,1,0,0,18.0,13.7,10.0,9,1
39,4.5,4,1,1,0,17.0,7.1,15.0,9,5
34,4.9,6,1,1,0,23.0,2.1,10.0,12,0
31,3.9,5,2,1,0,38.0,22.05,15.242090351436936,9,0
22,4.9,2,4,1,0,32.0,42.0,10.0,6,4
24,4.7,3,1,0,0,24.0,27.85,5.0,4,3
22,4.6,6,1,1,0,17.0,13.7,5.0,8,4
33,4.6,2,4,1,0,25.0,11.0,15.0,9,7
24,4.7,2,4,2,1,42.0,25.6,5.0,4,2
24,4.5,3,1,1,0,19.0,4.1,15.0,8,2
34,4.6,3,1,0,0,21.0,11.25,10.0,8,0
30,4.9,1,1,0,0,22.0,18.4,5.0,4,6
25,4.9,1,4,1,0,34.0,22.2,10.0,4,4
36,4.7,2,4,1,0,31.0,9.2,15.0,4,0
25,4.4,4,2,1,0,32.0,22.2,15.0,8,1
30,4.8,6,1,1,0,26.0,10.5,10.0,9,0
34,4.7,6,2,1,0,35.0,6.6,15.0,4,0
35,3.5,5,4,2,0,43.0,13.5,10.0,8,6
33,4.5,6,2,1,0,30.0,13.1,15.0,4,3
30,4.9,1,1,1,0,11.0,14.9,4.412184049100166,6,2
35,4.8,1,1,0,0,18.0,9.1,5.0,6,6
24,4.7,6,4,1,0,27.0,10.3,5.0,4,3
22,4.5,5,1,1,0,16.0,2.7,6.4177222532366045,4,6
35,4.8,1,1,1,0,30.0,21.2,5.0,4,3
37,4.2,5,2,1,0,32.0,12.2,15.0,9,4
34,4.7,6,1,1,0,25.0,5.5,5.0,6,2
37,4.5,1,2,1,0,19.0,8.9,10.0,6,7
36,4.2,6,1,0,0,32.0,5.1,10.0,4,0
22,4.5,2,2,1,0,27.0,28.0,10.0,8,0
34,4.8,1,4,0,0,29.0,7.4,11.632121583991346,4,3
38,5.0,1,2,1,0,23.0,11.1,10.0,6,1
24,4.3,4,2,1,0,35.0,32.6,5.0,8,3
28,4.7,2,2,0,0,25.0,14.7,15.0,9,1
34,4.9,6,1,1,0,24.0,4.6,15.0,9,6
36,4.6,5,1,1,0,22.0,9.6,5.0,8,2
27,4.8,3,2,1,0,21.0,14.1,5.0,8,5
30,4.6,6,1,0,0,29.0,14.0,15.0,4,5
29,4.5,6,4,0,0,24.0,12.3,5.0,4,3
27,4.6,4,4,0,0,39.0,14.2,15.643197992264223,6,5
26,4.7,4,2,1,0,35.0,9.1,14.038767428955072,8,7
25,4.8,4,1,1,0,19.0,4.0,10.0,9,6
33,4.3,5,4,1,0,32.0,18.2,10.0,8,2
36,4.6,4,1,1,0,19.0,12.3,15.0,9,3
33,4.6,4,1,1,0,16.0,7.2,15.0,6,1
24,4.5,2,1,1,0,24.0,19.2,15.0,4,3
36,4.0,6,1,0,0,23.0,3.0,5.0,4,3
25,4.6,1,3,0,0,15.0,5.1,10.0,9,2
23,4.9,5,1,0,0,15.0,3.9,6.016614612409317,6,0
35,4.6,4,3,1,0,28.0,8.9,11.231013943164058,12,1
21,4.7,2,4,0,0,30.0,14.1,5.0,6,3
38,5.0,4,2,1,0,34.0,19.3,5.0,6,5
26,4.6,2,1,1,0,23.0,17.1,15.0,9,2
25,4.9,2,3,1,0,24.0,4.8,5.0,4,4
29,4.6,2,1,1,0,20.0,21.9,10.0,4,6
31,4.5,6,1,1,0,23.0,11.6,9.22547573902762,8,3
30,4.4,3,2,1,0,31.0,8.8,12.43433686564592,6,5
36,4.6,4,2,0,0,34.0,25.1,13.637659788127785,12,5
36,5.0,2,2,1,0,36.0,17.1,15.0,6,3
28,4.7,2,4,1,0,29.0,6.4,15.0,4,2
22,4.8,3,2,1,0,29.0,7.8,15.0,8,6
30,4.3,5,1,1,0,23.0,3.2,5.0,4,0
28,4.5,4,4,0,0,22.0,13.6,10.0,4,3
20,4.9,5,1,1,0,14.0,2.6,5.615506971582029,6,6
39,4.2,2,4,2,0,43.0,15.149,15.0,8,4
32,4.1,3,4,1,0,40.0,27.7,10.0,9,3
21,4.7,6,4,1,0,19.0,6.0,7.621045175718468,9,3
35,4.8,3,1,1,0,26.0,26.4,10.428798661509482,4,5
26,4.7,1,4,0,0,17.0,7.4,10.0,9,2
23,4.8,2,4,1,0,35.0,17.8,15.0,4,4
26,4.0,3,4,1,0,32.0,6.0,20.0,4,6
24,4.5,4,4,1,1,47.0,24.2,5.0,4,1
22,5.0,6,1,1,0,11.0,13.8,4.412184049100166,8,2
37,4.9,6,3,1,0,27.0,3.3,10.0,9,4
30,4.9,3,3,3,0,42.0,3.8,5.0,4,5
31,4.6,1,2,1,0,15.0,3.5,6.016614612409317,6,5
35,4.9,1,3,0,0,22.0,3.2,5.0,8,3
34,5.0,3,4,1,0,36.0,15.2,5.0,4,4
29,4.8,1,1,0,0,22.0,3.9,10.0,9,1
33,4.7,4,2,0,0,15.0,8.7,6.016614612409317,9,4
36,4.9,1,4,1,0,22.0,28.2,15.0,6,3
29,4.6,4,1,1,0,18.0,8.1,7.21993753489118,4,2
29,4.5,5,1,0,0,11.0,27.3,10.0,8,4
39,4.9,6,4,1,0,37.0,25.1,10.0,4,3
22,2.7,1,1,2,0,43.0,28.8,17.247628555573375,6,3
26,4.7,4,1,1,0,24.0,25.9,5.0,4,6
31,5.0,4,4,1,0,28.0,6.7,5.0,6,2
25,4.7,2,1,1,0,29.0,27.5,15.0,8,0
22,4.8,6,2,1,0,19.0,14.7,5.0,6,5
30,4.3,5,4,1,0,32.0,10.9,15.0,8,5
27,4.6,3,1,1,0,17.0,27.6,15.0,6,2
20,3.7,1,4,1,0,49.0,11.0,5.0,4,7
38,4.4,1,4,2,0,41.0,25.1,5.0,4,4
25,4.7,6,4,1,0,37.0,17.4,5.0,4,4
30,4.3,3,3,0,0,46.0,9.2,5.0,4,7
26,4.5,4,1,1,0,24.0,1.6,5.0,4,3
24,4.9,3,1,0,0,12.0,16.8,4.813291689927453,6,6
35,5.0,2,1,1,0,17.0,2.6,5.0,9,2
22,4.7,5,4,0,0,16.0,28.5,6.4177222532366045,6,5
35,5.0,6,1,1,0,25.0,3.9,10.0,12,1
30,4.7,4,2,1,0,32.0,9.2,15.0,4,4
24,4.7,2,3,1,0,28.0,2.5,15.0,6,4
29,4.6,1,4,1,0,20.0,8.1,10.0,4,3
25,4.4,3,2,1,0,33.0,13.7,15.0,4,0
39,4.1,6,4,1,0,36.0,20.7,14.43987506978236,8,4
22,4.7,1,2,1,0,21.0,19.0,8.423260457373043,4,7
27,4.8,2,4,2,0,35.0,16.2,5.0,4,1
25,4.9,5,2,0,0,23.0,10.6,9.22547573902762,6,4
30,4.9,1,2,1,0,23.0,8.4,10.0,6,6
36,4.9,6,3,1,0,31.0,11.2,5.0,8,7
33,4.9,6,2,1,0,29.0,13.8,11.632121583991346,4,7
33,4.7,5,1,1,0,25.0,15.9,15.0,4,5
21,4.8,5,4,1,0,26.0,22.6,10.428798661509482,8,1
34,4.6,2,2,1,0,36.0,20.1,15.0,4,2
38,4.5,6,2,1,0,38.0,13.4,15.0,8,2
36,4.5,5,2,1,0,25.0,11.5,15.0,9,5
37,4.2,2,1,1,0,32.0,19.7,12.835444506473207,9,4
29,4.9,5,1,0,0,14.0,2.1,5.615506971582029,9,3
30,4.6,2,2,1,0,17.0,9.8,5.0,6,1
25,4.9,6,4,1,0,28.0,26.0,5.0,6,5
36,4.7,1,2,1,0,24.0,23.6,15.0,9,0
28,4.7,6,3,1,0,30.0,9.3,12.033229224818632,4,5
29,4.9,2,1,0,0,17.0,2.8,5.0,8,3
27,4.8,4,1,1,0,20.0,5.1,8.022152816545756,4,0
35,4.7,1,1,1,0,22.0,1.7,15.0,4,1
37,4.7,4,2,1,0,40.0,17.0,10.0,6,4
38,4.7,2,4,1,0,46.0,16.9,15.0,9,6
33,4.2,4,3,1,0,31.0,2.6,12.43433686564592,6,2
35,4.6,5,1,0,0,22.0,12.1,8.824368098200331,6,4
21,4.9,2,4,1,0,33.0,12.4,15.0,6,1
28,5.0,6,4,1,0,32.0,21.5,5.0,4,1
31,4.7,4,1,0,0,17.0,5.9,15.0,8,2
38,4.7,2,1,1,0,29.0,4.4,5.0,4,2
25,4.8,3,2,0,0,20.0,15.1,10.0,9,2
38,4.8,2,1,1,0,19.0,5.6,5.0,6,0
27,4.9,4,4,0,0,42.0,17.4,16.846520914746087,4,0
33,5.0,2,2,1,0,42.0,20.8,5.0,8,7
28,4.9,5,4,0,0,16.0,21.9,15.0,12,4
29,4.7,1,4,1,0,14.0,24.3,5.615506971582029,6,3
35,4.4,4,4,1,0,45.0,16.9,18.04984383722795,8,2
34,3.5,3,4,2,0,44.0,28.6,15.0,9,3
21,4.5,4,1,0,0,18.0,6.5,7.21993753489118,12,3
35,4.9,2,1,1,0,26.0,3.2,15.0,4,3
38,4.8,6,4,0,0,29.0,28.4,5.0,12,5
32,4.9,4,4,0,0,29.0,14.3,10.0,9,7
22,4.8,5,1,1,0,11.0,10.1,4.412184049100166,9,1
32,4.5,1,2,0,0,20.0,7.2,10.0,6,2
24,4.9,4,2,0,0,38.0,43.3,5.0,8,0
36,4.7,5,1,1,0,27.0,19.5,15.0,8,1
38,4.5,3,1,1,0,29.0,4.2,15.0,4,3
28,5.0,2,1,0,0,23.0,23.3,10.0,4,1
37,4.8,4,4,0,0,26.0,5.9,10.0,4,4
23,4.5,6,4,1,0,14.0,10.9,10.0,8,1
27,4.7,3,3,0,0,12.0,2.5,10.0,12,4
35,4.1,1,2,1,0,39.0,38.5,5.0,4,2
29,4.5,5,1,1,0,13.0,17.0,5.214399330754741,9,4
23,4.9,5,1,1,0,11.0,32.9,5.0,8,5
26,4.8,2,1,0,0,20.0,22.1,15.0,4,3
32,4.6,4,2,0,0,15.0,5.1,6.016614612409317,12,6
26,4.6,2,2,1,0,17.0,18.0,5.0,9,1
31,4.8,6,1,0,0,28.0,30.9,15.0,12,6
26,4.6,2,4,0,0,30.0,6.0,10.0,9,4
28,4.7,5,1,0,0,11.0,14.7,5.0,8,3
26,4.7,2,1,0,0,11.0,11.5,4.412184049100166,9,5
36,4.8,4,1,1,0,19.0,5.1,15.0,9,5
31,4.8,4,1,1,0,28.0,2.3,15.0,4,6
35,4.6,2,4,1,0,26.0,12.1,15.0,4,3
33,4.1,6,4,2,0,54.0,15.1,10.0,4,2
35,5.0,6,2,1,0,31.0,6.7,15.0,6,1
37,4.7,6,2,1,0,27.0,11.9,10.0,4,4
33,4.3,3,4,0,0,44.0,21.5,17.648736196400662,8,0
21,4.9,1,1,0,0,15.0,13.5,10.0,4,3
28,4.8,5,2,1,0,28.0,11.2,5.0,9,6
24,4.6,4,3,1,0,20.0,7.2,10.0,12,6
30,4.6,1,3,1,0,20.0,5.5,15.0,4,3
24,4.5,4,2,0,0,25.0,17.2,15.0,4,1
27,4.2,6,1,0,0,21.0,3.4,8.423260457373043,4,4
31,5.0,1,1,1,0,15.0,24.1,10.0,8,3
35,4.9,5,1,1,0,26.0,2.6,5.0,9,6
24,4.8,1,2,0,0,14.0,13.6,5.615506971582029,6,4
39,4.9,2,4,2,0,38.0,15.1,15.0,9,0
23,4.8,5,4,1,0,21.0,16.7,5.0,9,2
22,4.6,4,1,1,0,18.0,2.7,5.0,4,5
38,4.5,6,1,1,0,27.0,12.3,5.0,4,0
23,4.9,2,3,0,0,30.0,7.6,10.0,8,4
21,4.9,6,1,1,0,19.0,23.6,10.0,4,6
22,4.9,5,4,1,0,29.0,5.8,15.0,4,1
24,4.9,4,4,1,0,42.0,19.9,5.0,4,2
35,4.9,2,1,1,0,18.0,5.8,5.0,6,4
35,3.6,1,4,1,0,32.0,18.4,12.835444506473207,6,7
35,4.4,1,4,1,0,31.0,26.6,5.0,8,6
22,3.7,1,3,2,0,47.0,9.1,5.0,4,6
27,5.0,6,1,0,0,14.0,17.5,5.615506971582029,9,2
32,4.8,2,1,1,0,19.0,5.1,7.621045175718468,12,1
38,4.7,1,2,1,0,16.0,4.75,10.0,9,3
21,4.8,1,1,1,0,15.0,4.4,6.016614612409317,9,5
26,4.0,3,1,0,0,22.0,5.1,15.0,4,6
35,5.0,2,3,1,0,31.0,8.9,12.43433686564592,4,1
36,3.8,6,4,1,0,33.0,20.7,5.0,9,5
23,4.0,4,4,1,0,37.0,15.3,10.0,6,1
37,3.9,4,1,2,0,33.0,19.0,15.0,6,6
32,4.8,5,2,0,0,29.0,9.3,15.0,4,4
30,4.8,6,1,1,0,24.0,8.5,10.0,12,0
34,4.9,1,1,0,0,16.0,2.0,15.0,8,6
21,4.8,3,4,1,0,27.0,11.6,5.0,8,2
32,4.7,2,1,1,0,29.0,24.5,11.632121583991346,6,4
29,4.6,4,2,2,0,38.0,16.0,10.0,12,2
22,4.8,4,3,1,0,22.0,9.8,15.0,4,6
25,4.8,5,1,1,0,19.0,2.9,5.0,6,0
22,4.7,2,1,0,0,14.0,12.5,5.0,8,6
21,4.7,3,3,1,0,15.0,9.8,5.0,4,6
34,4.4,5,2,1,0,48.0,24.8,15.0,4,5
20,5.0,6,4,0,0,28.0,17.3,10.0,6,1
37,4.8,3,4,2,0,35.0,16.0,5.0,4,1
39,4.9,5,1,1,0,25.0,1.9,10.0,9,3
36,4.9,1,1,0,0,11.0,5.2,10.0,8,4
26,4.9,4,1,1,0,13.0,19.1,10.0,6,2
38,4.5,6,1,1,0,20.0,2.1,8.022152816545756,6,3
22,4.8,5,2,1,0,20.0,11.1,10.0,4,6
33,4.6,1,2,1,0,30.0,31.7,5.0,4,4
34,5.0,1,3,0,0,21.0,9.8,8.423260457373043,6,3
31,4.2,3,1,1,0,34.0,13.8,15.0,4,3
37,4.8,5,1,0,0,25.0,52.2,15.0,4,2
29,4.5,5,3,0,0,16.0,2.4,5.0,8,3
29,4.7,1,1,1,0,19.0,4.7,10.0,9,1
21,4.7,2,2,0,0,13.0,6.6,5.214399330754741,6,1
38,4.1,3,1,1,0,23.0,12.4,5.0,4,4
29,5.0,3,2,1,0,24.0,24.0,10.0,9,5
28,4.6,6,3,0,0,22.0,14.2,5.0,8,1
27,4.8,6,3,0,0,18.0,4.4,10.0,8,5
35,4.1,5,3,2,0,32.0,6.6,10.0,4,1
30,4.9,5,1,1,0,23.0,4.1,5.0,6,0
28,4.8,2,2,1,0,33.0,18.0,10.0,4,5
35,4.8,1,4,0,0,15.0,11.8,5.0,8,6
34,4.4,5,4,1,0,51.0,18.0,5.0,4,7
23,4.9,2,4,1,0,27.0,12.4,10.0,4,7
31,3.6,3,4,1,0,31.0,12.6,10.0,9,1
36,4.6,3,1,1,0,25.0,3.3,15.0,6,1
33,4.8,5,4,0,0,29.0,13.1,11.632121583991346,9,2
22,4.5,4,2,2,0,36.0,19.6,5.0,4,0
36,4.5,6,2,0,0,36.0,13.55,15.0,6,7
32,5.0,5,3,1,0,26.0,7.5,10.428798661509482,8,1
34,4.8,2,4,0,0,30.0,11.6,15.0,4,2
