Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_performance_Impact,Festival,multiple_deliveries,pickup_time,Travel_Distance,Time_taken
28,4.7,1,4,8,0,1,15.0,21.6,19.0
29,4.9,5,4,9,0,2,10.0,14.9,24.0
30,4.1,2,1,8,0,3,5.0,16.1,37.0
34,4.7,1,1,12,0,2,12.0,21.8,26.0
37,4.9,3,1,12,0,2,10.0,12.9,15.0
25,4.7,6,4,6,0,1,15.0,26.5,19.0
23,4.6,6,1,3,0,1,5.0,15.2,15.0
39,4.9,2,1,8,0,2,10.0,1.8,15.0
31,4.9,2,4,3,0,2,10.0,23.3,42.0
24,4.8,4,4,12,0,3,10.0,19.1,37.0
31,4.8,4,1,16,0,2,9.0,26.8,30.0
36,4.4,2,1,9,0,1,15.0,15.9,36.0
20,5.0,3,4,12,0,1,5.0,22.6,17.0
37,4.8,1,4,3,0,1,5.0,11.4,21.0
21,5.0,6,2,6,0,2,10.0,11.6,25.0
29,4.9,1,3,6,0,1,10.0,15.0,18.0
35,3.6,6,4,9,0,1,15.0,22.0,35.0
27,4.6,4,1,8,0,2,10.0,7.4,18.0
26,4.9,5,2,6,0,2,5.0,34.0,27.0
23,4.5,5,3,12,0,1,15.0,8.9,26.0
35,5.0,5,3,6,0,1,8.0,10.9,32.0
20,4.9,4,1,9,0,1,15.0,4.8,18.0
23,4.7,4,4,6,0,2,15.0,27.8,33.0
23,4.8,2,3,6,0,2,10.0,3.1,33.0
27,4.6,1,2,6,0,1,5.0,10.8,19.0
36,4.6,2,1,3,0,2,10.0,33.4,43.0
28,4.8,3,1,6,0,1,5.0,16.3,11.0
31,3.7,2,1,12,0,1,10.0,14.3,39.0
24,4.6,5,1,3,0,1,5.0,25.4,15.0
25,4.9,3,3,8,0,2,10.0,2.3,17.0
23,4.9,2,4,9,0,2,12.0,27.9,42.0
28,4.4,5,2,9,0,2,10.0,26.85,22.0
31,4.8,1,1,8,0,2,8.0,2.3,24.0
28,4.4,2,4,6,0,2,8.0,31.9,42.0
25,4.6,4,2,9,0,2,5.0,8.1,13.0
35,5.0,4,2,12,0,2,5.0,18.1,32.0
31,4.4,4,2,3,0,3,7.0,14.7,38.0
20,4.9,4,4,3,0,2,5.0,19.1,38.0
25,5.0,6,1,12,0,2,10.0,32.5,12.0
33,4.5,3,1,6,0,1,10.0,21.6,24.0
24,4.7,4,2,8,0,1,15.0,20.6,29.0
30,4.0,3,4,3,0,2,7.0,21.049,36.0
25,4.8,1,1,6,0,2,10.0,7.2,23.0
21,4.6,3,4,8,0,1,5.0,5.9,25.0
21,4.8,4,1,3,0,2,8.0,4.8,15.0
28,4.1,3,4,3,0,2,10.0,16.8,38.0
36,5.0,3,1,6,0,2,5.0,23.9,15.0
36,4.9,5,2,6,0,2,10.0,17.8,34.0
30,4.8,6,1,6,0,2,9.0,17.3,19.0
35,4.9,3,4,8,0,2,15.0,14.6,26.0
22,4.7,5,1,3,0,1,15.0,24.4,20.0
23,4.6,4,2,12,0,2,8.0,17.1,30.0
20,4.9,4,1,3,0,2,10.0,14.75,23.0
22,4.9,2,4,9,0,1,7.0,6.1,29.0
32,4.2,3,1,3,0,2,5.0,9.9,24.0
34,4.8,2,1,12,0,2,10.0,6.2,18.0
30,5.0,1,1,9,0,1,10.0,12.2,15.0
30,3.6,3,4,8,0,2,10.0,14.4,36.0
37,4.8,4,4,3,0,1,10.0,5.9,26.0
37,4.7,4,4,6,0,2,10.0,6.4,27.0
25,4.5,6,3,12,0,1,10.0,11.5,12.0
26,4.7,6,1,3,0,2,10.0,17.2,23.0
22,4.6,5,1,8,0,1,5.0,4.8,14.0
27,4.6,6,1,8,0,1,5.0,6.4,14.0
25,5.0,3,4,12,0,1,5.0,6.8,12.0
39,4.9,5,1,9,0,2,5.0,8.0,27.0
27,4.2,2,4,6,0,2,12.0,16.8,32.0
28,5.0,5,2,6,0,1,5.0,25.9,25.0
33,4.9,3,1,8,0,1,15.0,3.5,23.0
34,4.1,2,3,8,0,1,10.0,2.5,35.0
22,4.1,4,4,12,0,2,10.0,27.2,35.0
34,4.6,4,1,12,0,1,5.0,10.5,19.0
28,4.8,2,1,6,0,2,10.0,9.9,17.0
36,4.9,5,3,3,0,1,15.0,8.4,48.0
23,4.8,5,4,3,0,2,15.0,22.8,30.0
31,4.9,2,2,8,0,2,15.0,12.1,18.0
33,4.7,3,1,3,0,2,5.0,24.0,25.0
22,4.9,3,3,3,0,1,5.0,8.7,15.0
20,4.7,3,4,3,0,2,15.0,24.7,37.0
21,4.6,4,1,3,0,1,5.0,11.4,24.0
24,4.7,2,1,8,0,1,5.0,20.9,21.0
27,4.7,4,1,9,0,2,12.0,26.5,25.0
30,4.8,6,1,6,0,2,10.0,4.4,20.0
38,4.9,4,1,8,0,2,10.0,13.7,15.0
22,4.8,4,2,6,0,2,10.0,18.9,29.0
33,4.7,6,1,6,0,2,15.0,4.5,26.0
21,4.5,4,2,3,0,2,10.0,15.4,40.0
26,4.9,2,1,3,0,1,10.0,3.6,19.0
37,4.6,1,4,9,0,2,10.0,21.4,26.0
22,4.9,5,4,9,0,2,15.0,27.4,16.0
25,4.8,5,2,8,0,1,15.0,14.6,21.0
25,4.5,6,4,8,0,2,10.0,19.1,26.0
24,4.6,6,2,9,0,2,8.0,14.2,20.0
39,4.6,1,3,3,0,2,8.0,2.3,21.0
36,4.9,3,1,8,0,2,15.0,27.6,28.0
22,4.6,5,1,12,0,1,10.0,5.7,14.0
26,5.0,2,2,3,0,2,15.0,19.7,43.0
34,4.6,3,4,6,0,1,10.0,6.1,29.0
36,3.6,5,4,6,0,3,5.0,12.6,41.0
27,4.7,5,2,6,0,2,5.0,7.0,21.0
29,4.6,4,1,9,0,2,4.0,4.8,10.0
28,4.6,3,4,8,0,1,10.0,25.6,19.0
39,4.2,2,4,8,0,1,15.0,17.3,48.0
36,4.8,4,2,12,0,1,15.0,6.9,16.0
29,4.7,5,1,8,0,1,5.0,2.3,11.0
29,4.4,3,1,3,0,2,5.0,24.5,23.0
24,4.9,4,1,3,0,2,10.0,4.6,17.0
27,4.2,2,4,6,0,3,10.0,16.6,42.0
29,4.6,1,4,8,0,2,10.0,29.0,18.0
26,4.2,5,1,3,0,1,10.0,2.1,27.0
37,4.7,1,2,6,0,1,15.0,11.8,16.0
38,4.7,5,4,3,0,1,10.0,6.5,30.0
39,4.9,3,2,3,0,2,10.0,14.7,30.0
33,4.5,5,1,6,0,2,12.0,2.6,28.0
38,5.0,4,2,8,0,2,5.0,19.3,34.0
37,5.0,6,4,3,0,2,10.0,6.2,36.0
27,4.8,4,3,3,0,2,15.0,7.6,24.0
29,4.9,2,3,12,0,2,15.0,12.1,23.0
30,4.9,5,1,9,0,2,8.0,12.7,24.0
34,4.6,5,3,6,0,2,5.0,9.9,27.0
21,4.6,3,2,8,0,2,15.0,13.0,23.0
21,4.6,2,4,3,0,2,15.0,21.0,29.0
22,4.5,1,3,3,1,2,15.0,8.4,50.0
26,4.5,3,1,12,0,1,12.0,10.4,19.0
35,4.8,1,4,12,0,2,5.0,25.9,18.0
32,4.0,6,4,3,0,2,15.0,24.1,38.0
27,4.9,4,1,12,0,2,10.0,21.0,28.0
38,4.9,1,2,12,0,1,5.0,9.5,22.0
21,4.9,2,1,3,0,2,15.0,2.1,16.0
25,4.9,4,1,12,0,1,10.0,7.3,15.0
22,5.0,4,4,12,0,2,10.0,20.9,24.0
28,4.6,2,3,6,0,2,10.0,8.2,22.0
23,4.7,1,4,6,0,1,10.0,11.8,13.0
25,5.0,5,1,12,0,1,5.0,19.5,11.0
33,4.8,1,2,12,0,2,5.0,17.8,15.0
37,4.6,4,4,3,0,2,5.0,25.8,51.5
34,4.7,6,4,6,0,2,10.0,12.4,33.0
20,4.9,2,4,3,0,2,12.0,10.7,26.0
35,4.6,1,3,3,0,2,5.0,3.8,28.0
30,4.2,2,2,12,0,2,5.0,18.2,42.0
34,5.0,1,4,8,0,2,15.0,6.1,21.0
38,4.0,2,4,8,0,2,15.0,6.4,34.0
35,4.8,5,4,6,0,2,15.0,17.9,27.0
21,4.5,3,3,6,0,2,8.0,7.9,27.0
34,4.1,2,4,8,0,2,5.0,12.3,38.0
33,4.6,6,4,3,0,2,12.0,18.1,38.0
26,4.8,3,4,6,0,1,8.0,25.9,17.0
39,4.6,1,4,3,0,2,5.0,5.2,20.0
30,4.9,1,4,6,0,2,5.0,17.8,24.0
28,5.0,6,2,6,0,2,5.0,16.8,27.0
32,4.7,4,2,3,1,2,10.0,14.7,40.0
20,4.8,5,4,8,0,2,5.0,22.7,29.0
34,4.5,1,2,6,0,2,10.0,15.8,28.0
28,4.9,4,3,6,0,2,10.0,10.6,34.0
35,5.0,1,1,8,0,2,5.0,16.4,28.0
27,4.5,3,1,6,0,1,4.0,5.6,10.0
21,4.6,5,1,12,0,2,10.0,25.0,16.0
22,4.7,1,2,9,0,1,10.0,12.8,13.0
31,4.1,2,4,9,0,2,10.0,27.4,35.0
39,4.7,1,2,12,0,2,15.0,24.0,29.0
37,4.8,5,2,12,0,2,10.0,16.6,29.0
39,4.2,6,2,3,0,2,15.0,7.3,39.0
30,3.7,2,1,12,0,1,8.0,26.1,36.0
39,4.6,2,2,3,0,2,10.0,5.2,28.0
21,4.8,4,1,3,0,2,10.0,3.2,19.0
36,5.0,4,2,3,0,2,5.0,10.4,30.0
27,4.8,5,1,3,0,2,2.0,20.4,22.0
38,4.7,6,4,6,0,2,15.0,13.4,29.0
37,4.6,6,2,3,0,2,15.0,6.1,30.0
35,4.2,3,2,8,0,2,10.0,18.1,33.0
33,4.6,2,4,3,0,2,10.0,13.6,49.0
35,4.7,3,4,8,0,2,10.0,9.2,31.0
38,4.7,2,1,3,0,2,15.0,6.7,29.0
22,4.9,6,1,8,0,2,5.0,6.2,16.0
37,4.0,4,4,3,0,2,10.0,11.3,32.0
28,4.9,3,4,6,0,2,10.0,7.7,15.0
22,4.7,5,1,6,0,2,14.0,2.1,19.0
20,4.9,3,4,6,0,1,15.0,26.7,20.0
23,4.9,4,4,3,0,2,10.0,12.1,24.0
29,4.9,4,1,12,0,1,5.0,4.7,18.0
21,4.7,3,2,3,0,2,12.0,7.5,23.0
23,4.9,1,4,8,0,1,10.0,17.6,15.0
31,5.0,1,4,3,0,1,15.0,27.5,42.0
24,4.8,6,4,12,0,2,5.0,23.8,15.0
23,4.8,3,2,8,0,2,10.0,7.7,26.0
32,4.7,4,1,3,0,2,10.0,5.1,24.0
31,4.6,1,4,3,0,2,5.0,17.9,28.0
33,4.6,2,2,3,0,2,5.0,25.7,47.0
20,4.8,4,2,12,0,3,15.0,21.1,39.0
29,4.5,6,1,6,0,1,8.0,4.3,15.0
29,4.7,1,1,6,0,1,10.0,5.1,22.0
30,4.4,5,1,3,0,2,5.0,2.9,25.0
23,4.9,4,2,3,0,2,10.0,11.0,31.0
24,4.8,5,1,8,0,1,10.0,20.9,17.0
31,4.8,1,1,9,0,2,10.0,5.9,16.0
20,5.0,6,1,12,0,1,15.0,5.5,18.0
32,4.8,5,4,3,0,2,15.0,11.0,33.0
28,4.7,5,4,6,0,1,4.0,5.9,10.0
39,3.6,6,4,12,0,2,12.0,16.5,33.0
25,4.5,3,1,6,0,1,10.0,2.8,12.0
20,4.7,1,4,3,0,2,15.0,26.4,30.0
39,5.0,5,3,9,0,1,10.0,5.5,32.0
39,4.7,6,4,6,0,2,15.0,15.0,26.0
21,5.0,4,1,8,0,2,8.0,4.8,18.0
39,4.4,3,4,3,1,4,10.0,16.7,51.5
36,4.7,3,4,6,0,1,15.0,22.3,27.0
21,4.6,4,1,8,0,1,10.0,8.2,13.0
33,4.2,6,4,6,0,2,10.0,18.4,34.0
30,4.7,6,1,3,0,2,10.0,20.3,21.0
22,4.6,4,2,6,0,2,5.0,15.2,18.0
20,5.0,6,2,6,0,2,10.0,7.0,21.0
21,4.6,1,3,12,0,2,8.0,11.8,10.0
30,4.4,2,3,3,0,2,15.0,8.8,34.0
38,4.7,3,1,12,0,2,10.0,13.5,26.0
37,4.4,4,4,6,0,2,12.0,15.1,47.0
24,4.6,5,4,3,0,1,15.0,13.5,30.0
37,3.6,6,4,8,0,1,10.0,30.0,41.0
32,5.0,4,4,12,1,3,12.0,7.4,39.0
23,4.7,6,3,8,0,1,10.0,7.3,13.0
38,4.4,3,1,3,0,2,10.0,13.2,29.0
30,5.0,3,2,3,0,1,10.0,18.4,30.0
29,4.9,5,1,3,0,2,5.0,23.5,20.0
34,3.9,3,4,8,0,2,15.0,16.3,36.0
26,4.1,2,4,6,0,2,15.0,6.2,33.0
38,4.8,1,3,12,0,2,5.0,5.2,23.0
23,4.8,6,4,9,0,1,12.0,26.2,15.0
23,4.5,4,4,12,0,2,10.0,5.8,21.0
28,4.6,2,4,3,0,3,15.0,31.2,47.0
39,5.0,5,2,3,0,2,5.0,15.5,40.0
31,4.4,4,1,16,0,1,6.0,5.5,14.0
35,4.2,3,4,3,0,2,15.0,9.7,42.0
35,5.0,4,4,12,0,2,5.0,16.8,37.0
22,4.9,3,4,6,0,1,15.0,15.6,19.0
36,4.8,5,1,3,0,2,10.0,32.5,22.0
24,5.0,2,1,12,0,1,10.0,12.3,17.0
39,4.8,3,1,3,0,2,5.0,21.9,29.0
31,5.0,6,1,6,0,2,15.0,1.6,22.0
34,4.7,5,1,12,0,2,10.0,10.1,29.0
38,4.9,1,4,9,0,1,15.0,14.3,30.0
21,3.6,1,4,3,0,2,10.0,12.7,46.0
27,4.7,4,4,8,0,2,10.0,15.0,42.0
30,4.7,4,1,9,0,1,15.0,4.4,18.0
21,4.4,6,1,3,0,1,5.0,17.8,19.0
34,4.7,3,2,3,0,2,5.0,16.2,31.0
35,4.8,5,2,6,0,2,12.0,29.6,22.0
23,4.6,6,1,6,0,2,5.0,17.8,12.0
28,4.8,6,3,12,0,2,5.0,3.4,15.0
26,4.7,4,4,6,0,1,10.0,28.35,20.0
29,4.8,5,1,12,0,1,5.0,30.1,12.0
38,4.3,4,2,6,0,3,15.0,18.8,43.0
33,4.9,1,2,8,0,1,15.0,28.3,22.0
39,4.6,4,2,6,0,2,10.0,22.6,30.0
35,4.8,5,1,12,0,1,12.0,4.2,29.0
27,4.8,2,1,12,0,2,8.0,4.4,15.0
29,4.9,6,3,6,0,2,15.0,10.7,23.0
25,4.8,1,2,3,0,1,10.0,9.8,25.0
25,4.9,2,1,3,0,2,15.0,31.6,21.0
36,4.7,2,2,12,0,2,5.0,15.7,38.0
39,4.4,1,4,3,0,2,15.0,25.7,31.0
24,4.8,3,2,3,0,1,10.0,15.0,18.0
23,4.7,6,4,6,0,2,5.0,8.4,26.0
31,4.6,2,2,6,0,1,15.0,9.7,16.0
24,4.9,1,2,8,0,1,15.0,21.7,19.0
23,4.9,4,1,9,0,2,10.0,9.2,14.0
20,5.0,3,2,6,0,2,5.0,16.8,29.0
20,3.5,1,4,3,1,4,15.0,6.9,50.0
23,4.8,1,1,12,0,1,5.0,11.3,24.0
23,4.5,6,4,8,0,1,10.0,17.5,17.0
26,4.7,4,4,6,0,2,10.0,16.1,32.0
36,4.6,2,4,6,0,2,5.0,14.4,40.0
34,3.9,2,1,6,0,2,10.0,17.3,33.0
21,4.8,1,1,9,0,1,10.0,6.8,18.0
36,4.1,5,4,3,0,1,10.0,14.1,43.0
20,4.6,3,2,8,0,1,10.0,16.7,16.0
34,4.6,6,1,8,0,2,15.0,21.4,24.0
23,4.6,5,4,12,0,2,15.0,22.2,29.0
25,5.0,2,1,3,0,2,15.0,12.9,16.0
25,4.8,1,1,3,0,1,15.0,12.6,26.0
37,4.9,5,1,6,0,2,5.0,4.0,23.0
33,4.7,1,4,9,0,2,15.0,19.8,21.0
36,4.2,3,2,6,0,1,5.0,10.4,31.0
30,5.0,2,1,12,0,2,10.0,9.8,19.0
27,5.0,1,1,6,0,2,10.0,2.0,20.0
33,4.9,6,1,8,0,2,8.0,29.7,22.0
36,4.8,1,3,3,0,2,10.0,9.1,25.0
33,4.0,5,1,3,0,2,5.0,8.2,33.0
34,4.9,4,1,12,0,1,15.0,25.8,25.0
25,4.7,5,3,6,0,2,10.0,2.7,23.0
21,4.8,1,1,6,0,2,5.0,24.8,28.0
36,5.0,4,1,6,0,2,5.0,29.4,30.0
21,4.6,1,1,3,0,1,10.0,11.3,12.0
33,4.7,4,1,12,0,1,5.0,5.5,15.0
38,4.2,3,4,3,0,1,5.0,16.6,37.0
30,4.2,5,1,3,0,2,10.0,3.2,21.0
21,4.7,2,1,9,0,1,15.0,5.6,16.0
21,4.6,5,1,8,0,2,10.0,3.7,17.0
22,5.0,2,4,3,0,2,10.0,9.8,25.0
37,4.7,6,1,6,0,2,15.0,23.4,17.0
29,5.0,3,4,6,0,1,10.0,26.4,26.0
26,4.9,3,4,8,0,2,10.0,11.1,11.0
22,4.1,5,1,3,0,1,12.0,6.7,22.0
21,4.8,2,2,8,0,1,10.0,17.6,32.0
21,4.5,4,1,8,0,2,15.0,15.8,21.0
38,4.4,4,4,12,0,1,15.0,28.2,49.0
38,4.8,1,4,6,0,1,15.0,12.9,18.0
32,4.9,3,2,3,0,1,10.0,11.2,27.0
27,4.3,4,2,8,0,2,12.0,29.5,37.0
27,5.0,6,2,12,0,2,5.0,18.9,16.0
20,4.3,3,1,3,0,1,5.0,2.5,16.0
27,4.5,3,1,12,0,1,10.0,4.4,14.0
32,4.8,1,1,9,0,1,10.0,8.1,16.0
38,4.6,2,2,3,0,2,15.0,7.7,26.0
25,4.9,6,4,6,0,1,5.0,7.5,15.0
35,4.6,4,1,8,0,2,5.0,22.7,23.0
34,5.0,5,2,12,0,2,5.0,35.7,21.0
30,4.0,6,1,3,0,2,20.0,5.6,31.0
36,4.9,3,1,6,0,1,5.0,6.4,29.0
33,4.6,6,4,9,0,2,15.0,13.4,25.0
36,4.1,6,4,12,0,2,15.0,26.9,36.0
28,4.8,3,2,3,0,1,10.0,12.5,16.0
21,4.8,3,4,12,0,1,5.0,13.1,23.0
36,4.8,4,1,12,0,2,5.0,7.7,17.0
32,4.5,1,1,3,0,1,10.0,5.2,26.0
26,4.7,4,1,12,0,2,10.0,21.4,29.0
31,4.8,3,1,3,0,2,5.0,4.3,20.0
38,4.7,3,1,12,0,1,10.0,24.5,18.0
39,4.7,2,2,12,0,1,10.0,15.6,18.0
30,4.8,2,2,12,0,2,5.0,9.5,19.0
38,4.5,5,1,12,0,1,15.0,5.8,26.0
25,4.9,3,2,6,0,1,5.0,16.0,29.0
35,4.2,5,1,8,0,2,5.0,7.5,11.0
26,4.5,5,4,3,0,2,5.0,20.1,28.0
20,5.0,4,4,8,0,2,8.0,12.6,23.0
20,4.6,4,1,9,0,2,4.0,7.5,10.0
24,4.6,2,2,6,0,3,15.0,15.7,35.0
31,4.8,1,3,3,0,2,10.0,2.1,22.0
28,4.9,2,4,8,0,3,10.0,17.3,33.0
36,4.7,6,4,8,0,2,12.0,16.1,29.0
35,4.3,3,4,12,0,2,5.0,19.5,37.0
30,4.4,6,1,3,0,2,22.0,4.0,24.0
28,4.8,6,2,8,0,2,15.0,7.7,29.0
22,4.6,3,1,6,0,2,5.0,11.3,15.0
35,4.8,2,2,12,0,1,5.0,12.2,17.0
37,4.2,6,2,8,0,3,10.0,9.4,34.0
21,4.5,4,4,3,0,3,5.0,16.7,39.0
37,4.8,5,1,12,0,1,10.0,4.1,22.0
36,4.7,4,1,3,0,2,5.0,15.4,24.0
37,4.8,1,4,12,0,2,15.0,22.2,21.0
25,4.4,4,2,12,0,3,10.0,17.8,36.0
35,4.7,2,4,3,0,2,10.0,12.8,25.0
35,4.8,6,4,6,0,1,15.0,14.2,26.0
37,4.2,2,4,6,0,2,5.0,32.299,43.0
37,4.7,3,2,6,0,2,5.0,9.8,33.0
32,5.0,4,1,3,0,1,10.0,2.1,23.0
22,4.9,5,3,3,0,2,10.0,2.3,20.0
36,4.3,6,2,6,0,1,10.0,26.5,34.0
35,4.6,2,4,12,0,2,10.0,36.25,39.0
20,4.2,5,1,3,0,2,5.0,9.0,17.0
35,4.7,5,4,8,0,2,10.0,15.3,30.0
23,4.5,3,2,6,0,2,5.0,15.6,18.0
29,3.1,1,1,6,0,1,15.0,24.1,38.0
36,4.4,6,3,3,0,2,15.0,8.1,31.0
35,4.3,2,2,6,0,2,15.0,18.6,36.0
22,4.8,4,1,6,0,1,5.0,5.9,13.0
37,4.1,5,2,6,0,1,10.0,7.9,32.0
26,4.4,3,2,3,0,2,5.0,16.5,38.0
21,4.9,5,1,3,0,2,10.0,16.2,20.0
31,4.2,5,3,12,0,2,5.0,3.2,32.0
29,4.7,5,1,9,0,2,5.0,13.2,15.0
37,4.6,2,4,3,1,1,15.0,14.2,51.5
21,4.8,5,1,9,0,2,5.0,21.3,18.0
29,4.8,2,2,6,0,2,15.0,16.1,27.0
30,4.7,1,2,3,0,2,10.0,7.4,23.0
25,4.6,1,4,3,0,2,5.0,14.7,25.0
28,4.7,2,4,9,0,1,10.0,25.6,39.0
27,5.0,3,3,3,0,2,15.0,8.5,18.0
25,4.6,4,2,8,0,2,12.0,12.8,13.0
26,4.6,2,1,3,0,2,15.0,12.3,21.0
25,4.9,2,4,6,0,2,10.0,12.6,31.0
21,4.1,3,2,3,0,2,5.0,19.0,37.0
25,4.4,6,3,3,0,2,5.0,9.0,39.0
38,4.3,3,2,8,0,3,5.0,24.0,38.0
25,4.6,4,1,3,0,1,8.0,19.7,20.0
33,4.3,6,2,3,0,2,10.0,24.6,35.0
23,4.9,5,4,3,0,2,10.0,9.3,15.0
34,4.3,2,1,9,0,2,5.0,19.6,36.0
39,4.1,4,2,9,0,2,20.0,19.2,35.0
24,4.6,5,2,3,0,1,4.0,9.3,10.0
28,4.8,5,3,3,0,2,5.0,13.0,20.0
37,4.9,1,4,8,0,1,5.0,13.0,17.0
37,3.5,5,4,8,0,1,12.0,21.9,40.0
36,4.6,5,4,8,0,2,5.0,5.3,25.0
39,4.6,4,1,12,0,1,5.0,2.3,17.0
30,4.6,4,2,8,0,2,10.0,22.0,35.0
28,4.0,2,4,8,0,2,15.0,18.2,31.0
34,4.5,6,4,12,0,2,15.0,7.6,26.0
35,4.7,6,2,6,0,2,5.0,6.3,28.0
31,4.5,5,2,6,0,2,5.0,15.2,21.0
32,4.2,4,4,12,0,2,5.0,27.6,35.0
35,4.9,2,3,6,0,1,15.0,9.2,27.0
36,4.4,5,2,6,0,2,6.0,8.4,33.0
29,4.7,2,2,9,0,1,5.0,11.0,12.0
31,4.5,5,2,8,0,2,5.0,21.1,38.0
32,4.3,5,2,6,0,2,5.0,19.0,32.0
30,4.6,4,1,16,0,2,12.0,6.3,29.0
25,4.6,4,4,3,0,3,10.0,18.0,43.0
26,4.6,6,4,6,0,1,7.0,14.1,21.0
39,4.6,1,1,6,0,2,5.0,23.9,16.0
37,4.9,3,3,8,0,1,10.0,10.6,26.0
21,4.7,4,3,3,0,1,5.0,5.6,23.0
27,5.0,1,2,8,0,1,4.0,23.75,10.0
34,4.2,6,3,6,0,1,8.0,4.0,34.0
25,4.5,4,2,3,0,2,10.0,16.4,34.0
29,5.0,1,1,6,0,1,15.0,4.7,17.0
30,4.6,6,4,12,0,2,5.0,14.5,28.0
35,4.7,3,4,12,0,1,5.0,6.2,28.0
27,4.9,4,2,8,0,1,5.0,18.4,26.0
31,4.8,5,1,9,0,1,8.0,26.4,21.0
38,4.5,3,2,3,0,2,10.0,11.7,28.0
30,4.5,5,1,6,0,1,10.0,27.2,19.0
27,4.7,6,2,3,0,1,10.0,11.9,14.0
20,5.0,2,4,3,0,2,15.0,26.3,36.0
25,4.6,5,2,3,0,1,10.0,9.3,29.0
23,4.6,3,2,8,0,2,5.0,30.8,23.0
23,4.7,4,4,3,0,3,5.0,16.0,38.0
37,4.8,1,3,9,0,2,5.0,1.8,21.0
35,4.6,5,4,3,0,2,5.0,13.8,51.5
22,4.7,6,1,12,0,1,10.0,2.2,17.0
28,5.0,6,4,9,0,1,5.0,6.0,11.0
28,4.8,1,2,12,0,2,10.0,7.2,13.0
28,4.6,6,1,8,0,2,10.0,11.4,18.0
27,4.9,2,4,9,0,1,15.0,10.8,25.0
20,4.6,6,2,9,0,1,15.0,13.4,25.0
36,4.8,4,3,12,0,2,5.0,11.9,26.0
28,4.7,1,2,6,0,1,10.0,15.9,13.0
28,4.7,3,1,6,0,2,5.0,18.2,15.0
30,4.1,3,1,3,0,2,8.0,2.8,28.0
28,4.8,3,4,6,0,1,15.0,10.4,17.0
38,4.4,2,4,12,0,2,10.0,15.3,41.0
26,4.2,6,1,3,0,2,5.0,5.7,21.0
27,4.6,6,1,6,0,2,15.0,2.6,17.0
21,4.8,6,1,9,0,1,5.0,11.1,17.0
22,4.6,2,1,12,0,1,10.0,4.7,17.0
31,4.1,3,1,3,0,2,5.0,2.5,31.0
29,5.0,3,3,3,0,2,12.0,7.1,22.0
21,5.0,4,2,6,0,2,5.0,11.9,28.0
20,4.8,3,1,8,0,2,5.0,8.0,19.0
25,4.7,5,1,6,0,1,10.0,2.6,11.0
26,4.9,6,2,3,0,2,8.0,11.2,27.0
36,4.8,5,2,3,0,2,10.0,18.2,34.0
34,4.9,6,1,8,0,2,25.0,17.7,28.0
38,4.2,5,1,3,0,2,10.0,2.5,30.0
24,4.8,1,1,3,0,2,5.0,25.1,20.0
34,4.0,5,3,12,0,1,5.0,8.1,32.0
36,4.9,2,4,3,0,2,5.0,22.1,51.5
35,4.6,6,1,8,0,1,10.0,2.2,29.0
21,4.7,1,1,6,0,1,8.0,20.45,19.0
28,5.0,1,4,8,0,1,10.0,6.5,18.0
30,3.9,2,1,12,0,2,15.0,14.3,37.0
25,4.5,1,3,9,0,2,15.0,2.6,16.0
24,5.0,1,4,8,0,2,10.0,23.5,15.0
35,4.9,2,1,9,0,2,15.0,9.8,18.0
24,4.6,5,4,6,0,2,10.0,24.8,16.0
28,4.9,3,2,3,0,2,10.0,18.2,20.0
36,4.8,5,2,8,0,1,10.0,6.0,33.0
22,4.6,6,2,9,0,2,12.0,12.8,31.0
20,4.8,3,2,6,0,2,10.0,9.2,25.0
39,4.8,3,4,12,0,2,5.0,18.2,26.0
26,4.7,1,1,3,0,2,5.0,3.9,17.0
37,4.7,4,2,6,0,1,5.0,9.3,15.0
34,3.4,1,1,3,0,2,15.0,26.1,32.0
22,2.6,1,1,8,0,2,5.0,19.2,41.0
38,4.6,6,1,8,0,1,15.0,25.9,24.0
20,4.2,5,2,3,0,1,10.0,23.9,33.0
27,4.9,4,1,6,0,1,15.0,4.0,17.0
38,4.6,4,1,16,0,1,5.0,10.149,11.0
23,4.1,3,1,3,0,2,15.0,2.2,29.0
33,4.5,5,2,8,0,2,10.0,9.3,26.0
32,3.9,6,4,6,0,2,5.0,19.6,43.0
31,4.9,1,1,6,0,1,8.0,2.7,10.0
26,4.7,1,2,3,0,2,5.0,18.2,15.0
29,4.8,6,2,6,0,2,15.0,10.5,21.0
34,4.7,1,4,9,0,2,5.0,9.8,22.0
24,4.7,4,1,12,0,2,5.0,24.1,38.0
20,4.5,1,1,3,0,1,15.0,17.9,27.0
29,4.9,6,4,3,0,1,5.0,13.8,19.0
29,4.6,1,2,12,0,2,12.0,15.6,18.0
22,3.7,1,3,3,0,1,12.0,8.8,43.0
37,4.7,2,2,6,0,2,5.0,10.9,17.0
26,5.0,3,3,12,0,1,10.0,3.4,13.0
21,4.9,5,3,6,0,1,10.0,9.1,22.0
34,4.5,5,2,3,0,2,12.0,20.7,36.0
36,4.7,6,3,3,0,2,15.0,10.3,40.0
27,5.0,4,4,6,0,2,5.0,18.5,34.0
32,4.7,5,3,3,1,2,10.0,3.1,49.0
23,4.8,3,4,9,0,2,10.0,11.6,28.0
